Anio	Estacion	Sitio	Cuadrante	Area_m2	Especie	Abundancia	A	gs	Fv/Fm	Chl_total
2009	Lluviosa	BS2	2	10	MD	3	3.29	148	0.786	1.7
2009	Lluviosa	BS2	3	10	MD	5	3.43	177	0.799	1.7
2009	Lluviosa	BS2	4	10	MD	5	2.7	191	0.785	1.6
2009	Lluviosa	BS2	5	10	MD	4	2.87	164	0.741	2
2009	Lluviosa	BS2	6	10	MD	4	3.67	162	0.814	1.2
2009	Lluviosa	BS2	7	10	MD	5	4.06	140	0.795	1.5
2009	Lluviosa	BS2	8	10	MD	4	3.44	188	0.783	2.4
2009	Lluviosa	BS2	9	10	MD	3	3.15	144	0.793	1.4
2009	Lluviosa	BS2	10	10	MD	3	4.38	141	0.816	1.4
2009	Lluviosa	BS2	11	10	MD	4	3.54	164	0.813	1.5
2009	Lluviosa	BS2	12	10	MD	5	3.81	171	0.77	2.7
2009	Lluviosa	BS2	13	10	MD	3	4.69	190	0.798	2.4
2009	Lluviosa	BS2	14	10	MD	4	2.99	175	0.816	2.4
2009	Lluviosa	BS2	15	10	MD	5	3.35	198	0.811	1.3
2009	Lluviosa	BS2	16	10	MD	3	3.25	138	0.792	1
2009	Lluviosa	BS2	17	10	MD	4	2.59	141	0.813	0.9
2009	Lluviosa	BS2	18	10	MD	3	3.75	158	0.801	2
2009	Lluviosa	BS2	19	10	MD	3	3.51	223	0.792	2.2
2009	Lluviosa	BS2	20	10	MD	3	3.63	172	0.794	1.3
2009	Lluviosa	BS2	21	10	MD	5	2.77	145	0.799	2
2009	Lluviosa	BS2	22	10	MD	4	3.34	165	0.803	1.5
2009	Lluviosa	BS2	23	10	MD	4	2.95	196	0.763	1.3
2009	Lluviosa	BS2	24	10	MD	5	4.05	136	0.819	2.2
2009	Lluviosa	BS2	25	10	MD	4	3.25	202	0.778	2.6
2009	Lluviosa	BS2	26	10	MD	4	3.22	209	0.817	2.2
2009	Lluviosa	BS2	27	10	MD	5	3.36	116	0.806	2.5
2009	Lluviosa	BS2	28	10	MD	4	3.18	148	0.768	2
2009	Lluviosa	BS2	29	10	MD	3	3.84	175	0.815	2.3
2009	Lluviosa	BS2	30	10	MD	5	4.58	231	0.812	2.3
2009	Seca	BS2	1	10	MC	2	2.48	142	0.784	1.6
2009	Seca	BS2	2	10	MC	1	3.28	172	0.754	2.5
2009	Seca	BS2	3	10	MC	2	2.9	165	0.812	1.6
2009	Seca	BS2	4	10	MC	2	2.61	174	0.799	2
2009	Seca	BS2	5	10	MC	2	2.81	134	0.769	2.5
2009	Seca	BS2	6	10	MC	2	2.92	218	0.779	2.2
2009	Seca	BS2	7	10	MC	1	2.64	164	0.799	1.8
2009	Seca	BS2	8	10	MC	2	3.41	189	0.816	2.3
2009	Seca	BS2	9	10	MC	1	3.28	184	0.794	1.6
2009	Seca	BS2	10	10	MC	2	2.62	108	0.797	2
2009	Seca	BS2	11	10	MC	1	2.58	149	0.798	2.2
2009	Seca	BS2	12	10	MC	2	3.68	144	0.765	1.9
2009	Seca	BS2	13	10	MC	2	3.26	150	0.796	0.6
2009	Seca	BS2	14	10	MC	2	3.23	152	0.786	1.6
2009	Seca	BS2	15	10	MC	2	2.49	158	0.81	2.5
2009	Seca	BS2	16	10	MC	2	3.19	166	0.784	1.9
2009	Seca	BS2	17	10	MC	1	3.17	206	0.79	1.7
2009	Seca	BS2	18	10	MC	3	2.24	170	0.798	1.2
2009	Seca	BS2	19	10	MC	2	2.63	156	0.805	2.9
2009	Seca	BS2	20	10	MC	2	1.89	166	0.827	2.5
2009	Seca	BS2	21	10	MC	2	2.98	182	0.771	1.8
2009	Seca	BS2	22	10	MC	1	1.55	169	0.778	2.5
2009	Seca	BS2	23	10	MC	3	3.34	159	0.83	2.7
2009	Seca	BS2	24	10	MC	2	3.29	143	0.788	2
2009	Seca	BS2	25	10	MC	3	3.54	150	0.779	2.2
2009	Seca	BS2	26	10	MC	2	3.52	142	0.789	1.1
2009	Seca	BS2	27	10	MC	1	3.05	180	0.807	1.9
2009	Seca	BS2	28	10	MC	2	2.35	153	0.801	2.3
2009	Seca	BS2	29	10	MC	2	2.58	136	0.804	2.1
2009	Seca	BS2	30	10	MC	1	3.24	234	0.817	2.6
2009	Lluviosa	BS2	1	10	MC	2	3.22	138	0.808	1.9
2009	Lluviosa	BS2	2	10	MC	1	3.39	169	0.835	2.2
2009	Lluviosa	BS2	3	10	MC	2	3.99	126	0.795	2.1
2009	Lluviosa	BS2	4	10	MC	3	3.3	138	0.802	1.8
2009	Lluviosa	BS2	5	10	MC	2	2.62	137	0.802	2.2
2009	Lluviosa	BS2	6	10	MC	2	2.74	142	0.784	2.1
2009	Lluviosa	BS2	7	10	MC	2	3.15	145	0.777	2.4
2009	Lluviosa	BS2	8	10	MC	2	2.67	194	0.778	2.4
2009	Lluviosa	BS2	9	10	MC	1	3.42	136	0.803	1.9
2009	Lluviosa	BS2	10	10	MC	2	4.38	148	0.802	2.2
2009	Lluviosa	BS2	11	10	MC	2	3.18	148	0.822	2.3
2009	Lluviosa	BS2	12	10	MC	2	3.52	138	0.789	2.2
2009	Lluviosa	BS2	13	10	MC	1	3.39	154	0.801	2
2009	Lluviosa	BS2	14	10	MC	2	3.59	140	0.746	2.3
2009	Lluviosa	BS2	15	10	MC	2	4.09	159	0.814	1.6
2009	Lluviosa	BS2	16	10	MC	1	3.56	104	0.8	2.7
2009	Lluviosa	BS2	17	10	MC	2	3.58	182	0.805	2.3
2009	Lluviosa	BS2	18	10	MC	2	2.87	144	0.81	1.4
2009	Lluviosa	BS2	19	10	MC	1	2.82	188	0.817	2.5
2009	Lluviosa	BS2	20	10	MC	1	2.83	114	0.801	2.7
2009	Lluviosa	BS2	21	10	MC	3	2.74	196	0.78	1.4
2009	Lluviosa	BS2	22	10	MC	2	3.76	166	0.783	1.9
2009	Lluviosa	BS2	23	10	MC	2	3.61	200	0.795	2.2
2009	Lluviosa	BS2	24	10	MC	3	3.91	128	0.764	1.3
2009	Lluviosa	BS2	25	10	MC	2	3.89	170	0.794	1.9
2009	Lluviosa	BS2	26	10	MC	2	3.44	142	0.798	1.9
2009	Lluviosa	BS2	27	10	MC	2	4	152	0.804	0.8
2009	Lluviosa	BS2	28	10	MC	2	3.47	187	0.803	2
2009	Lluviosa	BS2	29	10	MC	2	3.62	195	0.791	1.8
2009	Lluviosa	BS2	30	10	MC	2	3.57	183	0.785	2.1
2009	Seca	BS3	1	10	SJ	19	2.22	138	0.8	0.9
2009	Seca	BS3	2	10	SJ	14	1.39	136	0.809	2
2009	Seca	BS3	3	10	SJ	10	2.43	153	0.808	0.6
2009	Seca	BS3	4	10	SJ	13	2.01	154	0.791	1.1
2009	Seca	BS3	5	10	SJ	14	2.25	133	0.804	1.9
2009	Seca	BS3	6	10	SJ	18	2.75	138	0.755	1.6
2009	Seca	BS3	7	10	SJ	13	1.37	196	0.813	0.9
2009	Seca	BS3	8	10	SJ	16	2.17	125	0.799	1.5
2009	Seca	BS3	9	10	SJ	13	3.09	152	0.807	2.1
2009	Seca	BS3	10	10	SJ	13	1.97	152	0.829	1.6
2009	Seca	BS3	11	10	SJ	19	1.94	122	0.817	2.2
2009	Seca	BS3	12	10	SJ	20	1.86	163	0.815	1.7
2009	Seca	BS3	13	10	SJ	18	1.99	127	0.789	1.3
2009	Seca	BS3	14	10	SJ	15	1.78	171	0.801	1.1
2009	Seca	BS3	15	10	SJ	13	2.27	116	0.821	1.2
2009	Seca	BS3	16	10	SJ	13	1.66	155	0.816	1.7
2009	Seca	BS3	17	10	SJ	16	2.5	143	0.82	1.8
2009	Seca	BS3	18	10	SJ	16	2.69	160	0.808	2.2
2009	Seca	BS3	19	10	SJ	11	1.87	133	0.833	1.9
2009	Seca	BS3	20	10	SJ	13	3.46	153	0.805	0.9
2009	Seca	BS3	21	10	SJ	10	1.88	113	0.822	1.3
2009	Seca	BS3	22	10	SJ	11	1.57	121	0.783	1
2009	Seca	BS3	23	10	SJ	10	2.68	96	0.811	1.9
2009	Seca	BS3	24	10	SJ	13	2.29	153	0.798	0.8
2009	Seca	BS3	25	10	SJ	10	2.92	177	0.765	1.4
2009	Seca	BS3	26	10	SJ	12	2.6	136	0.798	1.6
2009	Seca	BS3	27	10	SJ	12	2.69	156	0.823	1.5
2009	Seca	BS3	28	10	SJ	20	2.23	176	0.813	1.6
2009	Seca	BS3	29	10	SJ	11	2.31	134	0.801	1.6
2009	Seca	BS3	30	10	SJ	18	2.05	143	0.768	1.7
2009	Lluviosa	BS3	1	10	SJ	19	3.06	80	0.801	1.4
2009	Lluviosa	BS3	2	10	SJ	15	3.87	174	0.8	1.7
2009	Lluviosa	BS3	3	10	SJ	10	3.61	125	0.809	1.4
2009	Lluviosa	BS3	4	10	SJ	10	1.97	128	0.811	1.5
2009	Lluviosa	BS3	5	10	SJ	19	2.37	141	0.836	1.4
2009	Lluviosa	BS3	6	10	SJ	13	2.94	142	0.805	1.2
2009	Lluviosa	BS3	7	10	SJ	13	1.78	94	0.769	1.8
2009	Lluviosa	BS3	8	10	SJ	11	3.53	150	0.778	0.8
2009	Lluviosa	BS3	9	10	SJ	15	3.03	175	0.815	1.6
2009	Lluviosa	BS3	10	10	SJ	10	2.82	137	0.803	0.8
2009	Lluviosa	BS3	11	10	SJ	17	3.14	174	0.781	1.4
2009	Lluviosa	BS3	12	10	SJ	18	2.77	70	0.821	0.6
2009	Lluviosa	BS3	13	10	SJ	11	1.67	154	0.797	2.3
2009	Lluviosa	BS3	14	10	SJ	14	2.59	186	0.802	1.3
2009	Lluviosa	BS3	15	10	SJ	13	3.65	134	0.775	2
2009	Lluviosa	BS3	16	10	SJ	10	2.18	146	0.805	1.3
2009	Lluviosa	BS3	17	10	SJ	19	2.05	112	0.83	1.1
2009	Lluviosa	BS3	18	10	SJ	10	1.84	170	0.8	1.9
2009	Lluviosa	BS3	19	10	SJ	19	1.97	141	0.761	1.6
2009	Lluviosa	BS3	20	10	SJ	16	2.79	177	0.806	1.8
2009	Lluviosa	BS3	21	10	SJ	14	2.55	139	0.812	1.6
2009	Lluviosa	BS3	22	10	SJ	12	2.71	157	0.786	0.4
2009	Lluviosa	BS3	23	10	SJ	10	2.64	156	0.824	1.4
2009	Lluviosa	BS3	24	10	SJ	15	2.67	173	0.778	0.8
2009	Lluviosa	BS3	25	10	SJ	12	3.44	145	0.796	1.9
2009	Lluviosa	BS3	26	10	SJ	14	2.33	129	0.764	2
2009	Lluviosa	BS3	27	10	SJ	14	3.03	99	0.797	1.9
2009	Lluviosa	BS3	28	10	SJ	16	3.14	148	0.822	1.8
2009	Lluviosa	BS3	29	10	SJ	18	3.33	94	0.778	1.5
2009	Lluviosa	BS3	30	10	SJ	13	3.37	152	0.792	1.7
2009	Seca	BS3	1	10	VB	10	2.88	129	0.78	0.6
2009	Seca	BS3	2	10	VB	7	2.05	126	0.805	0.8
2009	Seca	BS3	3	10	VB	5	2.26	148	0.797	0.8
2009	Seca	BS3	4	10	VB	7	2.62	153	0.784	0.3
2009	Seca	BS3	5	10	VB	7	3.05	154	0.808	2.2
2009	Seca	BS3	6	10	VB	9	2.68	154	0.798	2.3
2009	Seca	BS3	7	10	VB	7	2.55	145	0.778	0.8
2009	Seca	BS3	8	10	VB	8	1.61	175	0.775	1.6
2009	Seca	BS3	9	10	VB	7	2.11	154	0.788	1.5
2009	Seca	BS3	10	10	VB	7	2.02	117	0.823	2.4
2009	Seca	BS3	11	10	VB	10	2.6	140	0.789	1.5
2009	Seca	BS3	12	10	VB	10	1.02	164	0.826	1.2
2009	Seca	BS3	13	10	VB	9	1.88	180	0.801	1.5
2009	Seca	BS3	14	10	VB	8	1.87	176	0.779	1.4
2009	Seca	BS3	15	10	VB	7	2.4	204	0.809	1.9
2009	Seca	BS3	16	10	VB	7	2.65	124	0.8	1.6
2009	Seca	BS3	17	10	VB	8	3.08	109	0.827	1.2
2009	Seca	BS3	18	10	VB	8	1.64	126	0.812	1.9
2009	Seca	BS3	19	10	VB	6	2.41	146	0.797	2.3
2009	Seca	BS3	20	10	VB	7	2.59	162	0.798	1.8
2009	Seca	BS3	21	10	VB	5	2.37	146	0.805	2.3
2009	Seca	BS3	22	10	VB	6	1.66	128	0.814	1
2009	Seca	BS3	23	10	VB	5	2.09	118	0.831	1.8
2009	Seca	BS3	24	10	VB	7	1.72	162	0.75	1.1
2009	Seca	BS3	25	10	VB	5	1.07	132	0.788	0.5
2009	Seca	BS3	26	10	VB	6	2.54	130	0.791	1
2009	Seca	BS3	27	10	VB	6	1.83	144	0.815	1.4
2009	Seca	BS3	28	10	VB	10	2.12	152	0.79	1.1
2009	Seca	BS3	29	10	VB	6	2.72	153	0.806	1.9
2009	Seca	BS3	30	10	VB	9	2.25	196	0.802	1.7
2009	Lluviosa	BS3	1	10	VB	10	2.15	119	0.794	1.7
2009	Lluviosa	BS3	2	10	VB	8	2.15	202	0.788	1
2009	Lluviosa	BS3	3	10	VB	5	2.88	149	0.766	2.1
2009	Lluviosa	BS3	4	10	VB	5	3.49	172	0.804	1.2
2009	Lluviosa	BS3	5	10	VB	10	2.87	139	0.813	1.4
2009	Lluviosa	BS3	6	10	VB	7	3.31	178	0.796	1.7
2009	Lluviosa	BS3	7	10	VB	7	2.65	181	0.75	1.4
2009	Lluviosa	BS3	8	10	VB	6	2.97	125	0.791	2
2009	Lluviosa	BS3	9	10	VB	8	2.5	148	0.764	1.7
2009	Lluviosa	BS3	10	10	VB	5	2.34	165	0.798	0.3
2009	Lluviosa	BS3	11	10	VB	9	3.23	135	0.812	1.2
2009	Lluviosa	BS3	12	10	VB	9	1.97	138	0.85	1.2
2009	Lluviosa	BS3	13	10	VB	6	3.19	171	0.785	1.7
2009	Lluviosa	BS3	14	10	VB	7	3.37	160	0.774	1.2
2009	Lluviosa	BS3	15	10	VB	7	2.87	111	0.789	2.3
2009	Lluviosa	BS3	16	10	VB	5	2.94	152	0.789	1
2009	Lluviosa	BS3	17	10	VB	10	2.8	174	0.758	1
2009	Lluviosa	BS3	18	10	VB	5	2.91	156	0.787	0.4
2009	Lluviosa	BS3	19	10	VB	10	2.55	154	0.819	1.4
2009	Lluviosa	BS3	20	10	VB	8	3.22	140	0.795	1.2
2009	Lluviosa	BS3	21	10	VB	7	2.16	130	0.773	0.8
2009	Lluviosa	BS3	22	10	VB	6	2.38	127	0.81	0.9
2009	Lluviosa	BS3	23	10	VB	5	3.52	151	0.816	1.7
2009	Lluviosa	BS3	24	10	VB	8	2.65	145	0.798	2.7
2009	Lluviosa	BS3	25	10	VB	6	2.27	113	0.799	1.9
2009	Lluviosa	BS3	26	10	VB	7	3.39	120	0.807	1.3
2009	Lluviosa	BS3	27	10	VB	7	2.8	113	0.847	1.7
2009	Lluviosa	BS3	28	10	VB	8	3.65	73	0.798	1.1
2009	Lluviosa	BS3	29	10	VB	9	2.01	140	0.788	0.7
2009	Lluviosa	BS3	30	10	VB	7	2.08	150	0.828	1.7
2009	Seca	BS3	1	10	MD	5	2.59	109	0.788	0.6
2009	Seca	BS3	2	10	MD	4	2.01	177	0.793	1.6
2009	Seca	BS3	3	10	MD	3	2.59	144	0.807	2.2
2009	Seca	BS3	4	10	MD	3	2.21	155	0.794	1.2
2009	Seca	BS3	5	10	MD	4	2.39	151	0.819	0.9
2009	Seca	BS3	6	10	MD	5	1.73	152	0.793	1.8
2009	Seca	BS3	7	10	MD	3	2.17	170	0.845	1.4
2009	Seca	BS3	8	10	MD	4	2.69	152	0.825	1.6
2009	Seca	BS3	9	10	MD	3	2.81	172	0.802	1.3
2009	Seca	BS3	10	10	MD	3	3.21	116	0.786	1.5
2009	Seca	BS3	11	10	MD	5	1.95	88	0.817	1.3
2009	Seca	BS3	12	10	MD	5	2.28	174	0.818	2
2009	Seca	BS3	13	10	MD	5	1.95	127	0.789	2.2
2009	Seca	BS3	14	10	MD	4	3.04	133	0.778	1.8
2009	Seca	BS3	15	10	MD	3	2.39	116	0.819	2
2009	Seca	BS3	16	10	MD	3	3.08	133	0.812	1.3
2009	Seca	BS3	17	10	MD	4	2.3	140	0.807	2
2009	Seca	BS3	18	10	MD	4	2.79	85	0.776	1.1
2009	Seca	BS3	19	10	MD	3	2.79	102	0.788	1.2
2009	Seca	BS3	20	10	MD	3	2.52	132	0.828	1.9
2009	Seca	BS3	21	10	MD	3	2.33	153	0.795	1.4
2009	Seca	BS3	22	10	MD	3	1.56	131	0.798	2
2009	Seca	BS3	23	10	MD	3	1.95	139	0.785	2.4
2009	Seca	BS3	24	10	MD	3	2.77	190	0.82	0.8
2009	Seca	BS3	25	10	MD	3	1.92	82	0.801	1.8
2009	Seca	BS3	26	10	MD	3	1.51	191	0.785	1.7
2009	Seca	BS3	27	10	MD	3	2.52	164	0.787	2.2
2009	Seca	BS3	28	10	MD	5	1.47	158	0.78	1.9
2009	Seca	BS3	29	10	MD	3	2.01	169	0.829	1.9
2009	Seca	BS3	30	10	MD	5	2.06	164	0.855	1.6
2009	Lluviosa	BS3	1	10	MD	5	1.76	110	0.801	1.1
2009	Lluviosa	BS3	2	10	MD	4	2.54	164	0.799	2.3
2009	Lluviosa	BS3	3	10	MD	3	2.68	178	0.813	0.8
2009	Lluviosa	BS3	4	10	MD	3	1.95	178	0.772	1.3
2009	Lluviosa	BS3	5	10	MD	5	2.12	163	0.793	1.2
2009	Lluviosa	BS3	6	10	MD	3	2.92	138	0.807	1.7
2009	Lluviosa	BS3	7	10	MD	3	3.31	142	0.808	1
2009	Lluviosa	BS3	8	10	MD	3	2.69	115	0.793	1.7
2009	Lluviosa	BS3	9	10	MD	4	2.4	97	0.806	1
2009	Lluviosa	BS3	10	10	MD	3	3.63	160	0.801	1.9
2009	Lluviosa	BS3	11	10	MD	4	2.79	124	0.808	1.9
2009	Lluviosa	BS3	12	10	MD	5	3.06	135	0.781	1.1
2009	Lluviosa	BS3	13	10	MD	3	3.94	102	0.771	2.2
2009	Lluviosa	BS3	14	10	MD	4	2.24	98	0.794	1.3
2009	Lluviosa	BS3	15	10	MD	3	2.6	121	0.822	1.3
2009	Lluviosa	BS3	16	10	MD	3	2.5	119	0.821	1.9
2009	Lluviosa	BS3	17	10	MD	5	1.84	85	0.781	1.8
2009	Lluviosa	BS3	18	10	MD	3	3	142	0.795	1.1
2009	Lluviosa	BS3	19	10	MD	5	2.76	174	0.759	1.6
2009	Lluviosa	BS3	20	10	MD	4	2.88	121	0.774	0.4
2009	Lluviosa	BS3	21	10	MD	4	2.02	193	0.806	1.4
2009	Lluviosa	BS3	22	10	MD	3	2.59	167	0.753	0.9
2009	Lluviosa	BS3	23	10	MD	3	2.2	135	0.792	1.4
2009	Lluviosa	BS3	24	10	MD	4	3.3	140	0.798	1.5
2009	Lluviosa	BS3	25	10	MD	3	2.5	174	0.85	1.8
2009	Lluviosa	BS3	26	10	MD	4	2.47	132	0.795	0.9
2009	Lluviosa	BS3	27	10	MD	4	2.61	186	0.774	2.4
2009	Lluviosa	BS3	28	10	MD	4	2.43	129	0.771	1
2009	Lluviosa	BS3	29	10	MD	5	3.09	145	0.804	0.3
2009	Lluviosa	BS3	30	10	MD	3	3.83	90	0.798	2.1
2009	Seca	BS3	1	10	MC	2	1.73	106	0.784	2.1
2009	Seca	BS3	2	10	MC	2	2.53	144	0.799	1.5
2009	Seca	BS3	3	10	MC	1	2.15	96	0.812	1.7
2009	Seca	BS3	4	10	MC	2	1.86	114	0.804	1.2
2009	Seca	BS3	5	10	MC	2	2.06	150	0.828	1
2009	Seca	BS3	6	10	MC	2	2.17	132	0.811	1.6
2009	Seca	BS3	7	10	MC	2	1.89	130	0.801	1.6
2009	Seca	BS3	8	10	MC	2	2.66	124	0.771	0.7
2009	Seca	BS3	9	10	MC	2	2.53	135	0.803	1.4
2009	Seca	BS3	10	10	MC	2	1.87	113	0.82	1.4
2009	Seca	BS3	11	10	MC	2	1.83	134	0.821	1.6
2009	Seca	BS3	12	10	MC	3	2.93	181	0.82	1.4
2009	Seca	BS3	13	10	MC	2	2.51	177	0.802	1.1
2009	Seca	BS3	14	10	MC	2	2.48	146	0.822	1.6
2009	Seca	BS3	15	10	MC	2	1.74	123	0.778	1.2
2009	Seca	BS3	16	10	MC	2	2.44	180	0.824	1.4
2009	Seca	BS3	17	10	MC	2	2.42	170	0.813	2
2009	Seca	BS3	18	10	MC	2	1.49	128	0.768	1.7
2009	Seca	BS3	19	10	MC	1	1.88	134	0.796	0.8
2009	Seca	BS3	20	10	MC	2	1.14	149	0.82	2
2009	Seca	BS3	21	10	MC	1	2.23	120	0.822	1.5
2009	Seca	BS3	22	10	MC	1	0.8	162	0.8	1.5
2009	Seca	BS3	23	10	MC	1	2.59	123	0.799	1.8
2009	Seca	BS3	24	10	MC	2	2.54	151	0.756	1.9
2009	Seca	BS3	25	10	MC	1	2.79	127	0.787	1.5
2009	Seca	BS3	26	10	MC	2	2.77	147	0.805	1.5
2009	Seca	BS3	27	10	MC	2	2.3	154	0.814	1.5
2009	Seca	BS3	28	10	MC	3	1.6	146	0.804	1.2
2009	Seca	BS3	29	10	MC	1	1.83	186	0.819	1.9
2009	Seca	BS3	30	10	MC	2	2.49	159	0.796	1.9
2009	Lluviosa	BS3	1	10	MC	2	2.47	158	0.769	1.9
2009	Lluviosa	BS3	2	10	MC	2	2.64	142	0.824	1.2
2009	Lluviosa	BS3	3	10	MC	1	3.24	155	0.785	1
2009	Lluviosa	BS3	4	10	MC	1	2.55	131	0.773	0.4
2009	Lluviosa	BS3	5	10	MC	2	1.87	95	0.797	1
2009	Lluviosa	BS3	6	10	MC	2	1.99	165	0.782	2.3
2009	Lluviosa	BS3	7	10	MC	2	2.4	127	0.801	2.3
2009	Lluviosa	BS3	8	10	MC	1	1.92	144	0.818	2.7
2009	Lluviosa	BS3	9	10	MC	2	2.67	130	0.817	0.7
2009	Lluviosa	BS3	10	10	MC	1	3.63	153	0.787	1.1
2009	Lluviosa	BS3	11	10	MC	2	2.43	194	0.792	1.7
2009	Lluviosa	BS3	12	10	MC	2	2.77	123	0.823	2.1
2009	Lluviosa	BS3	13	10	MC	1	2.64	146	0.775	2.3
2009	Lluviosa	BS3	14	10	MC	2	2.84	111	0.785	1.8
2009	Lluviosa	BS3	15	10	MC	2	3.34	128	0.798	1.7
2009	Lluviosa	BS3	16	10	MC	1	2.81	169	0.815	2.3
2009	Lluviosa	BS3	17	10	MC	2	2.83	138	0.815	2
2009	Lluviosa	BS3	18	10	MC	1	2.12	151	0.829	0.9
2009	Lluviosa	BS3	19	10	MC	2	2.07	132	0.798	1
2009	Lluviosa	BS3	20	10	MC	2	2.08	178	0.834	1.4
2009	Lluviosa	BS3	21	10	MC	2	1.99	115	0.852	1.2
2009	Lluviosa	BS3	22	10	MC	2	3.01	96	0.784	1.2
2009	Lluviosa	BS3	23	10	MC	1	2.86	170	0.802	2
2009	Lluviosa	BS3	24	10	MC	2	3.16	149	0.78	1.3
2009	Lluviosa	BS3	25	10	MC	2	3.14	136	0.767	1.8
2009	Lluviosa	BS3	26	10	MC	2	2.69	102	0.781	2.1
2009	Lluviosa	BS3	27	10	MC	2	3.25	96	0.782	1.7
2009	Lluviosa	BS3	28	10	MC	2	2.72	104	0.81	1.4
2009	Lluviosa	BS3	29	10	MC	2	2.87	113	0.793	1.1
2009	Lluviosa	BS3	30	10	MC	2	2.82	75	0.793	1.9
2009	Seca	BS4	1	10	SJ	15	1.22	170	0.819	1.3
2009	Seca	BS4	2	10	SJ	14	0.39	128	0.823	1.6
2009	Seca	BS4	3	10	SJ	20	1.43	203	0.821	2.4
2009	Seca	BS4	4	10	SJ	20	1.01	150	0.806	1.3
2009	Seca	BS4	5	10	SJ	12	1.25	150	0.788	2
2009	Seca	BS4	6	10	SJ	10	1.75	172	0.812	1.2
2009	Seca	BS4	7	10	SJ	10	0.37	122	0.852	2.2
2009	Seca	BS4	8	10	SJ	18	1.17	144	0.81	1
2009	Seca	BS4	9	10	SJ	11	2.09	136	0.791	0.9
2009	Seca	BS4	10	10	SJ	11	0.97	126	0.784	1.1
2009	Seca	BS4	11	10	SJ	20	0.94	155	0.824	1.7
2009	Seca	BS4	12	10	SJ	10	0.86	128	0.771	1.7
2009	Seca	BS4	13	10	SJ	13	0.99	132	0.827	1.5
2009	Seca	BS4	14	10	SJ	10	0.78	154	0.788	1.5
2009	Seca	BS4	15	10	SJ	18	1.27	152	0.8	2.1
2009	Seca	BS4	16	10	SJ	14	0.66	172	0.809	1.6
2009	Seca	BS4	17	10	SJ	12	1.5	170	0.77	2.6
2009	Seca	BS4	18	10	SJ	14	1.69	118	0.792	1.6
2009	Seca	BS4	19	10	SJ	14	0.87	170	0.774	0.9
2009	Seca	BS4	20	10	SJ	12	2.46	137	0.789	1.8
2009	Seca	BS4	21	10	SJ	13	0.88	165	0.823	2.2
2009	Seca	BS4	22	10	SJ	17	0.57	123	0.789	1.4
2009	Seca	BS4	23	10	SJ	19	1.68	111	0.794	1.2
2009	Seca	BS4	24	10	SJ	16	1.29	165	0.811	1.5
2009	Seca	BS4	25	10	SJ	14	1.92	136	0.791	0.6
2009	Seca	BS4	26	10	SJ	13	1.6	140	0.772	1.2
2009	Seca	BS4	27	10	SJ	16	1.69	154	0.81	1.7
2009	Seca	BS4	28	10	SJ	17	1.23	184	0.787	1.3
2009	Seca	BS4	29	10	SJ	11	1.31	148	0.809	1.9
2009	Seca	BS4	30	10	SJ	20	1.05	154	0.808	1.7
2009	Lluviosa	BS4	1	10	SJ	17	2.06	136	0.806	1.6
2009	Lluviosa	BS4	2	10	SJ	17	2.87	126	0.801	0.8
2009	Lluviosa	BS4	3	10	SJ	14	2.61	173	0.793	1
2009	Lluviosa	BS4	4	10	SJ	16	0.97	148	0.819	1.3
2009	Lluviosa	BS4	5	10	SJ	20	1.37	134	0.803	1.9
2009	Lluviosa	BS4	6	10	SJ	16	1.94	136	0.799	1.6
2009	Lluviosa	BS4	7	10	SJ	18	0.78	146	0.83	2.7
2009	Lluviosa	BS4	8	10	SJ	19	2.53	110	0.799	2
2009	Lluviosa	BS4	9	10	SJ	17	2.03	158	0.801	1.5
2009	Lluviosa	BS4	10	10	SJ	20	1.82	178	0.808	1.5
2009	Lluviosa	BS4	11	10	SJ	15	2.14	176	0.788	1.6
2009	Lluviosa	BS4	12	10	SJ	11	1.77	144	0.771	0.3
2009	Lluviosa	BS4	13	10	SJ	19	0.67	96	0.801	1.9
2009	Lluviosa	BS4	14	10	SJ	19	1.59	119	0.763	2.6
2009	Lluviosa	BS4	15	10	SJ	15	2.65	121	0.832	1.5
2009	Lluviosa	BS4	16	10	SJ	12	1.18	149	0.826	2.2
2009	Lluviosa	BS4	17	10	SJ	12	1.05	180	0.795	0.5
2009	Lluviosa	BS4	18	10	SJ	17	0.84	158	0.817	1.7
2009	Lluviosa	BS4	19	10	SJ	19	0.97	126	0.811	1.2
2009	Lluviosa	BS4	20	10	SJ	15	1.79	152	0.788	1.5
2009	Lluviosa	BS4	21	10	SJ	15	1.55	158	0.816	2.6
2009	Lluviosa	BS4	22	10	SJ	11	1.71	136	0.811	1.3
2009	Lluviosa	BS4	23	10	SJ	13	1.64	172	0.826	1.2
2009	Lluviosa	BS4	24	10	SJ	11	1.67	166	0.85	1.2
2009	Lluviosa	BS4	25	10	SJ	10	2.44	138	0.751	1.1
2009	Lluviosa	BS4	26	10	SJ	16	1.33	176	0.795	1.3
2009	Lluviosa	BS4	27	10	SJ	18	2.03	140	0.868	1.5
2009	Lluviosa	BS4	28	10	SJ	10	2.14	155	0.807	1.4
2009	Lluviosa	BS4	29	10	SJ	15	2.33	154	0.781	2.3
2009	Lluviosa	BS4	30	10	SJ	15	2.37	132	0.819	2.1
2009	Seca	BS4	1	10	VB	8	1.88	170	0.813	1.2
